Year,Receptor,Species,Methods,Raw_Text_Methods,Brain_Regions,Topic_Spec
1993,5ht3;5ht2;5ht2;5ht3;5ht1;5ht2;5ht1;5ht1c;5ht1c,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(23 u'\\bmdl');(20 u'\\bondansetron');(26 u'\\bmdl72222');(12 u'\\bantagonist');(53 u'\\bketanserin'),,,
1998,5ht4;5ht4,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b'),Method.AGONIST,(13 u'\\bagonist'),,,
2002,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,,Method.PET;Method.AGONIST;Method.ANTAGONIST,(51 u'\\bway100635');(19 u'\\bpositron emission tomography');(13 u'\\bagonist');(12 u'\\bantagonist');(17 u'\\bpet'),,(4 u'\\btreatment');(2 u'\\bdisorder');(23 u'\\bantipsychotic'),
2000,5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(4 u'(?i)\\b(presynaptics|presynaptic)\\b'),(33 u'\\blocomot'),
2002,5ht6;5ht6;5ht6;5ht6;5ht6,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),(18 u'(?i)\\b(putamens|putamen)\\b');(17 u'(?i)\\b(caudates|caudate)\\b'),(15 u'\\bmemory');(26 u'\\bbehav');(16 u'\\blearning'),
2016,5ht4;5ht4;5ht4,,,,,,
2001,5ht1a;5ht1b;5ht1a;5ht1a;5ht1b;5ht1a;5ht1b;5ht1b,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(8 u'\\bru24969'),,(26 u'\\bbehav');(13 u'\\bantidepress'),
2007,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),(35 u'\\bnocicept');(30 u'\\bpain');(4 u'\\btreatment'),
2013,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,,Method.AGONIST,(13 u'\\bagonist'),,,
2004,5ht1b;5ht1a;5ht1b;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,,
2016,,,,,(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b'),(35 u'\\bnocicept');(3 u'\\bclinical');(30 u'\\bpain');(2 u'\\bdisorder'),
2014,5ht2;5ht2;5ht2;5ht2;5ht2a;5ht2,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(9 u'\\britanserin');(13 u'\\bagonist');(12 u'\\bantagonist');(49 u'\\bdoi'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(2 u'\\bdisorder');(9 u'\\bstress');(22 u'\\bschizophreni');(23 u'\\bantipsychotic');(26 u'\\bbehav'),
2009,5ht7;5ht2a;5ht2;5ht5;5ht1a;5ht2;5ht1a;5ht1a;5ht5;5ht2a;5ht1a;5ht2a;5ht2a;5ht7;5ht1a;5ht7;5ht1a;5ht7;5ht2a;5ht7;5ht7;5ht7;5ht2;5ht2a,,Method.STIMULATION;Method.STAINING;Method.IMMUNOHISTOCHEMISTRY,(3 u'\\bimmunoreactiv');(49 u'\\bdoi'),,(33 u'\\blocomot'),
1999,5ht2a;5ht2a,,Method.PET,(17 u'\\bpet'),,,
1993,5ht2;5ht1c;5ht1b;5ht1d;5ht1a;5ht1a;5ht2;5ht3;5ht1c;5ht3;5ht4,,Method.AGONIST;Method.ANTAGONIST,(42 u'\\bneuroleptics');(27 u'\\blsd');(13 u'\\bagonist');(12 u'\\bantagonist'),(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b'),(22 u'\\bschizophreni');(2 u'\\bdisorder');(26 u'\\bbehav'),
2012,5ht1b;5ht1b;5ht1b;5ht1b;5ht1d;5ht1b;5ht1b;5ht1d,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist');(47 u'\\bsumatriptan'),(4 u'(?i)\\b(presynaptics|presynaptic)\\b'),(35 u'\\bnocicept');(30 u'\\bpain');(4 u'\\btreatment'),
1997,5ht1f;5ht1f;5ht1f;5ht1f,(4 u'(?i)\\b(rats|rat)\\b'),Method.STIMULATION;Method.AGONIST,(13 u'\\bagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),,
2013,5ht1a;5ht1;5ht1,,Method.PET;Method.ANTAGONIST,(19 u'\\bpositron emission tomography');(12 u'\\bantagonist');(17 u'\\bpet'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(13 u'\\bantidepress'),
1995,5ht2a;5ht1d;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),,,,(13 u'\\bantidepress'),
2003,5ht1b;5ht5;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(26 u'\\bbehav'),
2012,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.PET,(51 u'\\bway100635');(18 u'\\bimaging');(17 u'\\bpet'),(19 u'(?i)\\b(cortexes|cortex)\\b'),,
2001,5ht1a;5ht2a;5ht2a;5ht1a;5ht1a;5ht2;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(23 u'\\bmdl');(13 u'\\bagonist');(12 u'\\bantagonist');(49 u'\\bdoi'),,,
2001,5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,,Method.PET;Method.AGONIST,(39 u'\\bselective serotonin reuptake inhibitor');(38 u'\\bssri');(18 u'\\bimaging');(13 u'\\bagonist');(19 u'\\bpositron emission tomography');(17 u'\\bpet'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(20 u'\\bmood');(7 u'\\bdepressi');(4 u'\\btreatment');(1 u'\\bpatient'),
2006,5ht1;5ht1a;5ht1a;5ht1;5ht1a;5ht1,,Method.AGONIST,(13 u'\\bagonist'),,,
1997,5ht3,,Method.ANTAGONIST,(12 u'\\bantagonist');(44 u'\\btetrodotoxin'),,,
2001,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),,(15 u'\\b8ohdpat'),(23 u'(?i)\\b(forebrains|forebrain)\\b'),(26 u'\\bbehav'),
1991,5ht3;5ht3;5ht3;5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(20 u'\\bondansetron');(12 u'\\bantagonist');(40 u'\\bclozapine');(41 u'\\bhaloperidol');(30 u'\\b2methyl');(13 u'\\bagonist');(28 u'\\bzacopride'),(7 u'(?i)\\b(entorhinals|entorhinal)\\b'),(23 u'\\bantipsychotic'),
1994,5ht7;5ht1a;5ht6;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(16 u'\\bdiazepam');(12 u'\\bantagonist'),,(25 u'\\bsocial');(26 u'\\bbehav'),
2006,5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht5;5ht1b;5ht2a;5ht2c;5ht2a;5ht2,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,,
2017,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,,Method.PET,(19 u'\\bpositron emission tomography'),(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(7 u'\\bdepressi');(8 u'\\banxi');(5 u'\\btherap');(2 u'\\bdisorder');(4 u'\\btreatment'),
2007,5ht1a;5ht1;5ht1b;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(16 u'(?i)\\b(drns|drn)\\b');(14 u'(?i)\\b(caudals|caudal)\\b');(23 u'(?i)\\b(forebrains|forebrain)\\b'),(20 u'\\bmood');(9 u'\\bstress');(8 u'\\banxi');(2 u'\\bdisorder');(26 u'\\bbehav'),
1994,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.PET;Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(22 u'\\bbuspirone');(12 u'\\bantagonist');(21 u'\\bipsapirone');(51 u'\\bway100635');(13 u'\\bagonist');(19 u'\\bpositron emission tomography');(17 u'\\bpet'),(13 u'(?i)\\b(septums|septum)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b');(9 u'(?i)\\b(cerebellums|cerebellum)\\b');(7 u'(?i)\\b(entorhinals|entorhinal)\\b'),(3 u'\\bclinical'),
2009,5ht2a;5ht2c;5ht2a;5ht2c;5ht2a;5ht2c,(6 u'(?i)\\b(rodents|rodent)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(32 u'\\blesions');(9 u'\\britanserin');(13 u'\\bagonist');(12 u'\\bantagonist');(49 u'\\bdoi'),(21 u'(?i)\\b(mpfcs|mpfc)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(15 u'(?i)\\b(substantias|substantia)(-|\\s+)?(nigras|nigra)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment');(34 u'\\bparkinson');(29 u'\\bhyperactiv'),
2013,5ht1a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(4 u'\\bpcpa');(17 u'\\bpet'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),(4 u'\\btreatment');(13 u'\\bantidepress'),
2011,5ht2c,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
2010,5ht2c;5ht2c;5ht2c;5ht2c,(6 u'(?i)\\b(rodents|rodent)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(52 u'\\bmk212');(13 u'\\bagonist');(12 u'\\bantagonist');(29 u'\\bdiethylamide'),,(15 u'\\bmemory');(26 u'\\bbehav');(16 u'\\blearning'),
2010,5ht1b;5ht1;5ht1;5ht1b;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1;5ht1,,,(2 u'\\blabeling'),,(14 u'\\bcogniti');(5 u'\\btherap');(2 u'\\bdisorder'),
2017,5ht1a;5ht2a;5ht1a;5ht1a;5ht2a;5ht1a,,Method.AGONIST;Method.ANTAGONIST,(51 u'\\bway100635');(13 u'\\bagonist');(12 u'\\bantagonist'),(21 u'(?i)\\b(mpfcs|mpfc)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(14 u'\\bcogniti');(22 u'\\bschizophreni');(5 u'\\btherap');(23 u'\\bantipsychotic');(29 u'\\bhyperactiv'),
2014,5ht4;5ht4;5ht4;5ht4;5ht4;5ht4;5ht4;5ht4;5ht4,,Method.PET,(11 u'\\bfluoxetine');(39 u'\\bselective serotonin reuptake inhibitor');(18 u'\\bimaging');(19 u'\\bpositron emission tomography');(17 u'\\bpet'),,,
2003,5ht1a;5ht5;5ht5;5ht1a;5ht1a,,Method.AGONIST,(13 u'\\bagonist'),,(7 u'\\bdepressi');(1 u'\\bpatient'),
2009,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.PET;Method.KNOCKOUT;Method.AGONIST;Method.ANTAGONIST,(17 u'\\bpet');(19 u'\\bpositron emission tomography');(1 u'\\bneuroimag');(12 u'\\bantagonist');(13 u'\\bagonist'),,(4 u'\\btreatment');(26 u'\\bbehav');(9 u'\\bstress');(2 u'\\bdisorder');(1 u'\\bpatient');(3 u'\\bclinical');(8 u'\\banxi');(25 u'\\bsocial'),
1997,5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(44 u'\\btetrodotoxin');(23 u'\\bmdl');(13 u'\\bagonist');(12 u'\\bantagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b');(1 u'(?i)\\b(neocortexes|neocortex)\\b');(4 u'(?i)\\b(presynaptics|presynaptic)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
1998,5ht2;5ht2;5ht2;5ht2;5ht2;5ht2;5ht2a,(2 u'(?i)\\b(females|female)\\b');(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),,,(18 u'(?i)\\b(putamens|putamen)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b');(17 u'(?i)\\b(caudates|caudate)\\b'),(17 u'\\balzheimer');(20 u'\\bmood');(22 u'\\bschizophreni');(7 u'\\bdepressi'),
2010,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(3 u'(?i)\\b(males|male)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(41 u'\\bhaloperidol');(22 u'\\bbuspirone');(13 u'\\bagonist');(12 u'\\bantagonist'),,(2 u'\\bdisorder');(34 u'\\bparkinson'),
2019,5ht2c;5ht2c;5ht2a;5ht2a;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist');(49 u'\\bdoi'),,,
1989,5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.STIMULATION;Method.AGONIST,(13 u'\\bagonist');(44 u'\\btetrodotoxin'),,,
1996,5ht2c;5ht2c;5ht2c,(4 u'(?i)\\b(rats|rat)\\b'),Method.STAINING,,,(4 u'\\btreatment'),
2002,5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.IMMUNOHISTOCHEMISTRY;Method.ANTAGONIST,(7 u'\\bpropranolol');(12 u'\\bantagonist'),,,
1998,5ht7;5ht7;5ht7;5ht5;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(30 u'\\b2methyl');(13 u'\\bagonist');(34 u'\\b5ct'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment'),
2019,5ht2a;5ht5,,Method.AGONIST,(13 u'\\bagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment');(14 u'\\bcogniti');(5 u'\\btherap');(26 u'\\bbehav');(25 u'\\bsocial'),
2017,5ht2a;5ht2a;5ht2a;5ht2a,(3 u'(?i)\\b(males|male)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.PET,(18 u'\\bimaging');(17 u'\\bpet'),(11 u'(?i)\\b(cerebrals|cerebral)\\b');(14 u'(?i)\\b(caudals|caudal)\\b');(9 u'(?i)\\b(cerebellums|cerebellum)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(3 u'\\bclinical');(5 u'\\btherap');(1 u'\\bpatient'),
2012,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(6 u'(?i)\\b(rodents|rodent)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(11 u'\\bfluoxetine');(38 u'\\bssri');(13 u'\\bagonist'),,(5 u'\\btherap');(20 u'\\bmood');(9 u'\\bstress');(13 u'\\bantidepress');(8 u'\\banxi');(2 u'\\bdisorder');(4 u'\\btreatment'),
2012,5ht2a,,,(49 u'\\bdoi'),(4 u'(?i)\\b(presynaptics|presynaptic)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
1996,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,,
1999,5ht3;5ht3;5ht3;5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.STAINING;Method.IMMUNOHISTOCHEMISTRY,(32 u'\\blesions'),,,
1999,5ht2;5ht3;5ht1;5ht1;5ht1;5ht2;5ht1a;5ht3;5ht3;5ht1,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b'),Method.AGONIST;Method.ANTAGONIST,(46 u'\\bspiperone');(33 u'\\bmcpp');(12 u'\\bantagonist');(23 u'\\bmdl');(30 u'\\b2methyl');(13 u'\\bagonist'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
2000,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,,,(18 u'\\bimaging'),(19 u'(?i)\\b(cortexes|cortex)\\b');(9 u'(?i)\\b(cerebellums|cerebellum)\\b'),,
2013,5ht3,(6 u'(?i)\\b(rodents|rodent)\\b');(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,(4 u'\\btreatment');(7 u'\\bdepressi');(26 u'\\bbehav');(13 u'\\bantidepress');(33 u'\\blocomot'),
2006,5ht1a;5ht1a;5ht1a;5ht1a,,Method.AGONIST,(54 u'\\bautoradiography');(13 u'\\bagonist'),,,
2009,5ht1a;5ht2a;5ht2a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.STAINING,,,(35 u'\\bnocicept'),
2005,5ht1a;5ht1a;5ht1a;5ht1a,,Method.IMMUNOHISTOCHEMISTRY;Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,,
2009,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.PET,(15 u'\\b8ohdpat');(39 u'\\bselective serotonin reuptake inhibitor');(54 u'\\bautoradiography');(18 u'\\bimaging');(19 u'\\bpositron emission tomography'),(19 u'(?i)\\b(cortexes|cortex)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),(5 u'\\btherap');(13 u'\\bantidepress');(4 u'\\btreatment'),
2000,5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,(3 u'(?i)\\b(males|male)\\b');(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(13 u'\\bagonist');(49 u'\\bdoi'),(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(6 u'\\baggressi');(4 u'\\btreatment');(26 u'\\bbehav');(13 u'\\bantidepress');(29 u'\\bhyperactiv'),
2015,5ht6;5ht6;5ht6;5ht6;5ht6;5ht6;5ht6;5ht6;5ht6;5ht6,(4 u'(?i)\\b(rats|rat)\\b');(8 u'(?i)\\b(primates|primate)\\b'),Method.PET;Method.ANTAGONIST,(18 u'\\bimaging');(19 u'\\bpositron emission tomography');(1 u'\\bneuroimag');(12 u'\\bantagonist');(17 u'\\bpet'),(11 u'(?i)\\b(cerebrals|cerebral)\\b'),(3 u'\\bclinical');(17 u'\\balzheimer');(22 u'\\bschizophreni');(5 u'\\btherap'),
2003,5ht3a;5ht3;5ht3a;5ht3;5ht3a;5ht3a,(4 u'(?i)\\b(rats|rat)\\b'),,(3 u'\\bimmunoreactiv'),,(35 u'\\bnocicept'),
1984,5ht1;5ht1;5ht1;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(2 u'\\blabeling');(13 u'\\bagonist'),(15 u'(?i)\\b(substantias|substantia)(-|\\s+)?(nigras|nigra)\\b'),,
1985,5ht1b,(4 u'(?i)\\b(rats|rat)\\b'),,(2 u'\\blabeling');(54 u'\\bautoradiography');(8 u'\\bru24969');(29 u'\\bdiethylamide'),,,
2004,5ht2a;5ht2c;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist');(49 u'\\bdoi'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment'),
1996,5ht1b;5ht1b;5ht1b;5ht1a;5ht4;5ht1b;5ht1b;5ht1b;5ht1a;5ht2,,Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(47 u'\\bsumatriptan');(12 u'\\bantagonist');(8 u'\\bru24969');(53 u'\\bketanserin');(13 u'\\bagonist'),,(26 u'\\bbehav'),
1992,5ht2;5ht1b;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),,,(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(13 u'\\bantidepress'),
2000,5ht1a;5ht1a;5ht1;5ht1a;5ht1;5ht1a;5ht1a,,Method.PET;Method.ANTAGONIST,(54 u'\\bautoradiography');(19 u'\\bpositron emission tomography');(12 u'\\bantagonist');(17 u'\\bpet'),,(3 u'\\bclinical');(7 u'\\bdepressi');(5 u'\\btherap');(13 u'\\bantidepress');(4 u'\\btreatment'),
2010,5ht2;5ht1,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),,(16 u'\\bdiazepam'),,(3 u'\\bclinical');(4 u'\\btreatment');(1 u'\\bpatient'),
2004,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(51 u'\\bway100635');(41 u'\\bhaloperidol');(44 u'\\btetrodotoxin');(12 u'\\bantagonist');(40 u'\\bclozapine'),(21 u'(?i)\\b(mpfcs|mpfc)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(14 u'\\bcogniti');(22 u'\\bschizophreni');(23 u'\\bantipsychotic'),
1999,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1b;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(22 u'\\bbuspirone');(12 u'\\bantagonist');(21 u'\\bipsapirone');(51 u'\\bway100635');(13 u'\\bagonist'),,(6 u'\\baggressi');(5 u'\\btherap');(26 u'\\bbehav');(25 u'\\bsocial'),
1995,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),(4 u'(?i)\\b(presynaptics|presynaptic)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
2012,5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(12 u'\\bantagonist'),,(20 u'\\bmood');(2 u'\\bdisorder');(26 u'\\bbehav'),
2000,5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(7 u'\\bpropranolol');(54 u'\\bautoradiography');(13 u'\\bagonist');(12 u'\\bantagonist'),,,
1991,5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),,
2011,5ht2;5ht2c;5ht2b;5ht2,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),(6 u'(?i)\\b(hippocamps|hippocamp)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b');(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(24 u'\\banxiolytic');(8 u'\\banxi'),
1991,5ht3;5ht1c;5ht1a;5ht1c;5ht2;5ht1b,,,(11 u'\\bfluoxetine'),,(13 u'\\bantidepress'),
2013,5ht4;5ht4;5ht4;5ht4;5ht4;5ht4;5ht4,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.PET;Method.AGONIST,(18 u'\\bimaging');(19 u'\\bpositron emission tomography');(13 u'\\bagonist');(17 u'\\bpet'),,(28 u'\\bgastrointestin');(14 u'\\bcogniti');(5 u'\\btherap');(2 u'\\bdisorder');(4 u'\\btreatment'),
1993,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),,(26 u'\\bbehav'),
2004,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht2c;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(43 u'\\bagomelatine');(12 u'\\bantagonist');(21 u'\\bipsapirone');(38 u'\\bssri');(11 u'\\bfluoxetine');(13 u'\\bagonist'),(16 u'(?i)\\b(drns|drn)\\b'),(4 u'\\btreatment');(13 u'\\bantidepress'),
2009,5ht1a;5ht1a,,Method.STIMULATION;Method.ANTAGONIST,(12 u'\\bantagonist'),,(26 u'\\bbehav'),
2005,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.STIMULATION;Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(16 u'(?i)\\b(drns|drn)\\b'),(33 u'\\blocomot'),
1995,5ht2;5ht1a;5ht2;5ht1a;5ht1a;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(7 u'\\bpropranolol');(46 u'\\bspiperone');(12 u'\\bantagonist');(4 u'\\bpcpa');(53 u'\\bketanserin'),,(4 u'\\btreatment');(26 u'\\bbehav'),
2012,5ht2;5ht2;5ht2c;5ht2;5ht2c;5ht2;5ht2;5ht2;5ht2;5ht2;5ht2;5ht2,(6 u'(?i)\\b(rodents|rodent)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(4 u'\\btreatment');(26 u'\\bbehav');(7 u'\\bdepressi');(16 u'\\blearning');(8 u'\\banxi');(2 u'\\bdisorder');(24 u'\\banxiolytic');(13 u'\\bantidepress'),
